timestamp,cctv_id,cctv_name,latitude,longitude,image_path,flood_status
20251020_214141,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214141.jpg,Dry
20251020_214146,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214146.jpg,Wet
20251020_214147,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214147.jpg,Wet
20251020_214148,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214148.jpg,Wet
20251020_214154,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214154.jpg,Dry
20251020_214157,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214157.jpg,Wet
20251020_214201,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214201.jpg,Wet
20251020_214201,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214201.jpg,Dry
20251020_214206,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214206.jpg,Wet
20251020_214207,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214207.jpg,Wet
20251020_214208,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214208.jpg,Wet
20251020_214214,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214214.jpg,Dry
20251020_214217,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214217.jpg,Wet
20251020_214221,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214221.jpg,Wet
20251020_214221,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214221.jpg,Dry
20251020_214227,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214227.jpg,Wet
20251020_214227,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214227.jpg,Wet
20251020_214228,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214228.jpg,Wet
20251020_214234,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214234.jpg,Dry
20251020_214237,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214237.jpg,Wet
20251020_214241,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214241.jpg,Wet
20251020_214242,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214242.jpg,Dry
20251020_214247,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214247.jpg,Wet
20251020_214247,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214247.jpg,Wet
20251020_214248,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214248.jpg,Wet
20251020_214255,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214255.jpg,Wet
20251020_214259,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214259.jpg,Wet
20251020_214301,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214301.jpg,Wet
20251020_214302,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214302.jpg,Dry
20251020_214307,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214307.jpg,Wet
20251020_214307,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214307.jpg,Wet
20251020_214308,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214308.jpg,Dry
20251020_214315,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214315.jpg,Dry
20251020_214319,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214319.jpg,Wet
20251020_214321,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214321.jpg,Wet
20251020_214322,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214322.jpg,Dry
20251020_214327,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214327.jpg,Wet
20251020_214327,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214327.jpg,Wet
20251020_214328,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214328.jpg,Wet
20251020_214335,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214335.jpg,Dry
20251020_214339,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214339.jpg,Wet
20251020_214341,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214341.jpg,Wet
20251020_214342,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214342.jpg,Dry
20251020_214347,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214347.jpg,Wet
20251020_214348,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214348.jpg,Wet
20251020_214348,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214348.jpg,Wet
20251020_214355,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214355.jpg,Wet
